iter	MultiClass
255	0.1808612591
256	0.1803055651
257	0.1791420137
258	0.1783222067
259	0.1772567587
260	0.1762008364
261	0.1756762236
262	0.174970711
263	0.1738976793
264	0.172219238
265	0.1711792605
266	0.1699668209
267	0.1680677923
268	0.1668986628
269	0.1662783731
270	0.1653182492
271	0.1644792678
272	0.1638402292
273	0.1629556403
274	0.1615780998
275	0.1606305988
276	0.1595929263
277	0.1586968187
278	0.1579755503
279	0.1565404189
280	0.1552259108
281	0.1540319331
282	0.1530645851
283	0.1523256431
284	0.1513448139
285	0.1502075352
286	0.1495385061
287	0.1488774734
288	0.14806577
289	0.1476295272
290	0.1466809502
291	0.146213235
292	0.1454973068
293	0.144242038
294	0.1437256478
295	0.1427074072
296	0.1420997469
297	0.1414276133
298	0.1405766688
299	0.139652307
300	0.1389473168
301	0.1382338527
302	0.1370800417
303	0.1365038309
304	0.1349675668
305	0.1341472702
306	0.1333324781
307	0.1321948737
308	0.131488677
309	0.1304852939
310	0.1301168334
311	0.1294938982
312	0.1283284253
313	0.1277773225
314	0.1270666127
315	0.126527291
316	0.1262675236
317	0.1258380795
318	0.1248248787
319	0.1242200901
320	0.1240161419
321	0.1232829052
322	0.1225958249
323	0.1220563494
324	0.121828867
325	0.1210048421
326	0.1204734203
327	0.1195331147
328	0.1188475254
329	0.1184536786
330	0.1182633826
331	0.1178163416
332	0.1166145751
333	0.1162711008
334	0.1158479807
335	0.1151099853
336	0.1146553203
337	0.113989099
338	0.1135469227
339	0.1128155537
340	0.1125404702
341	0.1119739108
342	0.1113527285
343	0.1108440542
344	0.1101214678
345	0.1095403141
346	0.1092498849
347	0.1084206337
348	0.1077717268
349	0.1071622272
350	0.1068373741
351	0.1061129591
352	0.1059708436
353	0.1057600815
354	0.1054261461
355	0.1052237319
356	0.1049408522
357	0.1045232783
358	0.1039658899
359	0.103679799
360	0.1031488924
361	0.1027278833
362	0.1023738028
363	0.1015597897
364	0.1010188211
365	0.1002403815
366	0.09934251182
367	0.09909227974
368	0.09884178837
369	0.09813429094
370	0.09724087658
371	0.09692072417
372	0.09672228581
373	0.0964724281
374	0.09582557639
375	0.09548520941
376	0.09523176371
377	0.09501100264
378	0.09450670744
379	0.09389597106
380	0.09321705194
381	0.0929879302
382	0.0923272621
383	0.09202601539
384	0.0917172922
385	0.09128568147
386	0.09065111426
387	0.09002441449
388	0.08990276946
389	0.08976229312
390	0.08914638298
391	0.08888571928
392	0.08844603842
393	0.0880145021
394	0.08756488199
395	0.08732129432
396	0.08687221856
397	0.08649794654
398	0.08589100346
399	0.08551720211
400	0.08532474707
401	0.08481522761
402	0.08462375088
403	0.08451955542
404	0.08439288489
405	0.08424654122
406	0.08403641104
407	0.08391472601
408	0.08378391025
409	0.08355749081
410	0.08316652559
411	0.08291377021
412	0.08245892694
413	0.08224658389
414	0.08166405025
415	0.08131097842
416	0.08103391998
417	0.08069649825
418	0.08052819132
419	0.08028001575
420	0.08006377947
421	0.07986425684
422	0.07969094427
423	0.07914309843
424	0.07867469583
425	0.07842866549
426	0.0781854287
427	0.07794016343
428	0.07763712118
429	0.07742187801
430	0.07693670074
431	0.07666332054
432	0.07621238861
433	0.07607971478
434	0.07598768895
435	0.07561603802
436	0.07542744045
437	0.07524546245
438	0.07482129511
439	0.07452225386
440	0.07435920817
441	0.0740408813
442	0.07381530251
443	0.07340867064
444	0.0732286673
445	0.07293275076
446	0.07273139863
447	0.07248246826
448	0.07230178374
449	0.07198181416
450	0.0718691591
451	0.07173096309
452	0.07163551405
453	0.07146057706
454	0.07127227843
455	0.07101079191
456	0.07074679289
457	0.07060370082
458	0.07028264344
459	0.06998976272
460	0.06965214629
461	0.06925963421
462	0.06890127837
463	0.06868516297
464	0.06848058356
465	0.06808814845
466	0.06789336226
467	0.06757710563
468	0.06722909959
469	0.06700093863
470	0.06692997451
471	0.06657293443
472	0.06644069472
473	0.06612930232
474	0.06586843873
475	0.06572497099
476	0.06563982241
477	0.06556151416
478	0.06539194336
479	0.06530265452
480	0.06510048809
481	0.06498328649
482	0.06483028814
483	0.06470410537
484	0.06463235807
485	0.06437939702
486	0.06430827853
487	0.06410405916
488	0.06379351272
489	0.06354838581
490	0.06336781623
491	0.06311049521
492	0.06287089271
493	0.06265679755
494	0.06254450631
495	0.06241474409
496	0.06226812717
497	0.06206424842
498	0.06185724707
499	0.06181332822
500	0.06145279813
501	0.06123500733
502	0.06110530773
503	0.0609063406
504	0.06067736321
505	0.06044990857
506	0.06013230137
507	0.05994796886
508	0.05983930964
509	0.05972847997
510	0.05967809771
511	0.05952893187
512	0.05923357238
513	0.05912761071
514	0.0590099595
515	0.05883482831
516	0.05877909747
517	0.05870020823
518	0.05848276809
519	0.05832716154
520	0.05805671046
521	0.05796555787
522	0.0575961756
523	0.0573529473
524	0.05724252059
525	0.05712871516
526	0.0570187672
527	0.05684422412
528	0.0566615336
529	0.05658155227
530	0.05644386143
531	0.05625923802
532	0.05600239917
533	0.05583111078
534	0.05572780023
535	0.05556096804
536	0.05539110668
537	0.05534429778
538	0.05516617769
539	0.05501984924
540	0.05491848354
541	0.0546182579
542	0.05446745826
543	0.05439243136
544	0.05431555541
545	0.05413983851
546	0.05397708379
547	0.05389274522
548	0.05376202307
549	0.05347025929
550	0.05339210129
551	0.05317989922
552	0.05303010208
553	0.05283751975
554	0.0525916458
555	0.05248398312
556	0.05235325012
557	0.05215775449
558	0.0518553166
559	0.05170492547
560	0.05153666816
561	0.05126734942
562	0.05114183507
563	0.05093286029
564	0.05075690728
565	0.05069102472
566	0.05053716115
567	0.05039291125
568	0.0501746916
569	0.04986368581
570	0.04971685704
571	0.04965886927
572	0.04956458429
573	0.0494923953
574	0.04941378039
575	0.04923237396
576	0.04913680138
577	0.04903515157
578	0.04886796831
579	0.04872423703
580	0.04849763586
581	0.04839673048
582	0.04819428427
583	0.04806100564
584	0.04796157725
585	0.04787869751
586	0.04777608262
587	0.0476532874
588	0.04759913867
589	0.04751332515
590	0.04742132141
591	0.04729828848
592	0.04723997187
593	0.04713521588
594	0.04706741109
595	0.04698563302
596	0.04683856096
597	0.04671182883
598	0.04652634726
599	0.04641180909
600	0.04626493946
601	0.04610144731
602	0.0460572241
603	0.04580506336
604	0.04573127535
605	0.04563199389
606	0.04553540224
607	0.04545549927
608	0.04535062042
609	0.04524758962
610	0.04511854583
611	0.04504604891
612	0.04488466852
613	0.04474612819
614	0.04469892155
615	0.04454519796
616	0.04445757329
617	0.04442160649
618	0.04431192993
619	0.04421752642
620	0.04414335237
621	0.04408230294
622	0.04394369625
623	0.04384883199
624	0.0438014683
625	0.04373296806
626	0.04366225547
627	0.04355719111
628	0.0434932043
629	0.04342350384
630	0.04337385677
631	0.04333637485
632	0.04324990875
633	0.04311420992
634	0.04305106059
635	0.0427799402
636	0.04256852185
637	0.04244370481
638	0.04236769262
639	0.0421816625
640	0.04200200439
641	0.04181630366
642	0.04171657595
643	0.04159229588
644	0.04142218669
645	0.04130489299
646	0.04110041974
647	0.04102389283
648	0.04096190871
649	0.04088615542
650	0.04078498313
651	0.04071950255
652	0.04065171861
653	0.0405958981
654	0.04052072323
655	0.04034520689
656	0.0402299162
657	0.04012005747
658	0.0400179339
659	0.03993294768
660	0.03990031186
661	0.03972676851
662	0.03967498937
663	0.03955337479
664	0.03950318362
665	0.0393951464
666	0.03930289193
667	0.03928082564
668	0.03923707599
669	0.03920955093
670	0.03913229959
671	0.0390274658
672	0.03898614382
673	0.0389257483
674	0.03881391483
675	0.03873025056
676	0.0386005783
677	0.03851047331
678	0.03848144389
679	0.0384001419
680	0.03833486425
681	0.0381988494
682	0.03808462986
683	0.037880762
684	0.03775440249
685	0.03766725217
686	0.03760925801
687	0.03750097725
688	0.03744679681
689	0.03734217666
690	0.03727820017
691	0.03722086915
692	0.03711767053
693	0.03707567983
694	0.03699610835
695	0.03695571834
696	0.036882908
697	0.03681438868
698	0.03675448326
699	0.03659326822
700	0.036561483
701	0.03651216684
702	0.03639825997
703	0.0363693929
704	0.03628101976
705	0.03622131989
706	0.03617243945
707	0.03611397699
708	0.03607565657
709	0.03604584945
710	0.03595007611
711	0.03590684099
712	0.03584122138
713	0.03581542585
714	0.03575609762
715	0.03565991246
716	0.03564030534
717	0.03560260685
718	0.03555772315
719	0.03547546184
720	0.03545075371
721	0.03533430708
722	0.0352581217
723	0.03523711698
724	0.03515888395
725	0.03510794837
726	0.03499836751
727	0.0348719817
728	0.03479255481
729	0.03468293717
730	0.03464968589
731	0.03456654396
732	0.0345323303
733	0.03445885574
734	0.03432995063
735	0.03421784834
736	0.0341889023
737	0.03410458271
738	0.03399538078
739	0.03393100418
740	0.03385666604
741	0.03376101222
742	0.0337213968
743	0.0336379116
744	0.03351390297
745	0.0334615421
746	0.03335054107
747	0.03329693358
748	0.03323995883
749	0.03318826148
750	0.03314013214
751	0.03308682661
752	0.03305631275
753	0.03300614375
754	0.03290769605
755	0.03285308043
756	0.03279713176
757	0.03277529257
758	0.03274121523
759	0.03272078123
760	0.03268294571
761	0.03266292947
762	0.0326192219
763	0.03258983405
764	0.03254396719
765	0.0324923458
766	0.03235756968
767	0.03230062969
768	0.03224231337
769	0.03220677481
770	0.03217278755
771	0.03214051125
772	0.0321101367
773	0.03203232363
774	0.0320068459
775	0.03196871473
776	0.0319395668
777	0.03188096565
778	0.03181155027
779	0.03174712279
780	0.03165691619
781	0.03157948918
782	0.03153628934
783	0.03150983049
784	0.03148026055
785	0.03139188815
786	0.03136139559
787	0.03133425812
788	0.03124901966
789	0.03121121089
790	0.03113945918
791	0.03107966976
792	0.03099971981
793	0.03096596039
794	0.03090869695
795	0.03085753149
796	0.03080462614
797	0.03074882937
798	0.03070026815
799	0.03062892551
800	0.03058562489
801	0.03054737397
802	0.03052918326
803	0.03045644367
804	0.03041407059
805	0.03038976825
806	0.03037072902
807	0.03032704828
808	0.03024183618
809	0.03020504187
810	0.03010241619
811	0.03007586966
812	0.02999560272
813	0.02997671461
814	0.02989136137
815	0.02977677034
816	0.02966852516
817	0.02965128211
818	0.02960513393
819	0.02955329124
820	0.0294954271
821	0.02945372023
822	0.02939831582
823	0.02931191792
824	0.02924472228
825	0.02918437435
826	0.02915768549
827	0.02913858422
828	0.02909745919
829	0.02904322929
830	0.02901414449
831	0.02898298886
832	0.028906333
833	0.02887682386
834	0.02884552796
835	0.02880878328
836	0.02875487976
837	0.02872853757
838	0.02866904467
839	0.0286018845
840	0.02855139683
841	0.0285053457
842	0.02843861367
843	0.02840983216
844	0.02838582352
845	0.02834664527
846	0.02829606304
847	0.02827830231
848	0.02825283183
849	0.02817688721
850	0.02814486563
851	0.02811326838
852	0.02805429632
853	0.02801595626
854	0.02799697803
855	0.02792789681
856	0.02786618862
857	0.02779792354
858	0.02776373981
859	0.02772901312
860	0.0277035557
861	0.02766032171
862	0.02763285228
863	0.0275952325
864	0.02753025076
865	0.02749560881
866	0.027397992
867	0.02733269083
868	0.02730396686
869	0.02723833695
870	0.02721722066
871	0.02715145665
872	0.02710502748
873	0.02707914393
874	0.02705523778
875	0.02704609142
876	0.02700741774
877	0.0269408024
878	0.0269190579
879	0.02687379866
880	0.02684060404
881	0.02675242441
882	0.02673124732
883	0.02670298147
884	0.02667934807
885	0.02665654959
886	0.02663765007
887	0.0265973082
888	0.02655841404
889	0.02647104555
890	0.02642062328
891	0.02636622558
892	0.02631644602
893	0.02627990496
894	0.02621014201
895	0.02615503599
896	0.0261286899
897	0.02609500909
898	0.02602328206
899	0.02596747227
900	0.02594038232
901	0.02586684666
902	0.02579788808
903	0.02573594453
904	0.02571048884
905	0.02565813752
906	0.02563853482
907	0.02558682473
908	0.02554028769
909	0.02550920229
910	0.02544667235
911	0.02540066843
912	0.02534605049
913	0.02528599322
914	0.02525462649
915	0.02520679773
916	0.0251540173
917	0.02511081554
918	0.02508552642
919	0.02504178766
920	0.02497695364
921	0.02495468985
922	0.02493228067
923	0.02491435918
924	0.0248358605
925	0.02481894374
926	0.02480147092
927	0.02477081734
928	0.02474680829
929	0.02469864185
930	0.02468360322
931	0.02465141861
932	0.02459329449
933	0.02456062874
934	0.02453461556
935	0.02450684076
936	0.02448435861
937	0.02443925562
938	0.02442637129
939	0.02437437399
940	0.02434893692
941	0.02430510394
942	0.0242521373
943	0.0241987504
944	0.02418527198
945	0.02416754116
946	0.02414192093
947	0.02409482657
948	0.02402255121
949	0.02395668776
950	0.02391695839
951	0.02386771362
952	0.02383312042
953	0.02379582798
954	0.0237466906
955	0.02370193221
956	0.02367057965
957	0.02362611284
958	0.02360504397
959	0.02355320469
960	0.02351219763
961	0.02349398845
962	0.02345111845
963	0.0234071274
964	0.02338768332
965	0.02334459172
966	0.02332960707
967	0.02330998975
968	0.02325929408
969	0.02321446488
970	0.02319480116
971	0.02316829416
972	0.02314993175
973	0.02312667497
974	0.02308094081
975	0.02306249271
976	0.02303811061
977	0.02301888357
978	0.02297736942
979	0.0229446375
980	0.02290350354
981	0.02288383254
982	0.02285266003
983	0.02280811347
984	0.02276445427
985	0.02270220197
986	0.02266481708
987	0.02265115572
988	0.02263399397
989	0.02261244541
990	0.02259081554
991	0.02252126205
992	0.02247399409
993	0.02242060484
994	0.02238224655
995	0.02233429233
996	0.02229647146
997	0.02225024886
998	0.02223202755
999	0.02219459525

998	0.01984341319
999	0.01982911865
